,filenames,hmean,smean,vmean,hmax,smax,vmax,labels
88,Hitam_89.jpg,19.444968781762743,20.337632269130246,21.12001438398432,255,255,255,Hitam
89,Hitam_9.jpg,42.615958615638164,42.7864745467863,42.446049258377585,255,255,255,Hitam
90,Hitam_90.jpg,12.59854929618597,12.645580719584137,12.430431195607733,255,255,253,Hitam
91,Hitam_91.jpg,29.84596220188243,30.664344166267846,31.06172604091888,255,255,255,Hitam
92,Hitam_92.jpg,16.46697230538922,16.363559254441935,16.829121981446942,255,255,255,Hitam
93,Hitam_93.jpg,25.612225870447833,26.55828963152067,26.993074095718505,255,255,255,Hitam
94,Hitam_94.jpg,12.18179506737859,12.240313192401294,12.21365347244924,255,255,255,Hitam
95,Hitam_95.jpg,25.72151417565966,19.33004803193812,20.49729430478448,255,255,255,Hitam
96,Hitam_96.jpg,37.63035528781049,37.808662082382625,37.75566224006159,255,255,255,Hitam
97,Hitam_97.jpg,23.876242822812905,23.890717963299274,23.889997187215283,255,255,255,Hitam
98,Hitam_98.jpg,30.114773975681008,30.000994045092508,30.749745636813063,255,255,255,Hitam
99,Hitam_99.jpg,32.50816953957599,33.424280350438046,34.73971251943718,255,255,255,Hitam
100,Merah_1.jpg,2.132857663663351,1.022811311910838,1.093432633716994,176,114,117,Merah
101,Merah_10.jpg,110.3475024975025,62.17622377622378,67.28106893106893,255,252,252,Merah
102,Merah_100.jpg,126.48770491803279,44.2948087431694,51.43888888888889,255,253,255,Merah
103,Merah_11.jpg,145.15173572228443,51.078387458006716,64.45324748040314,255,232,237,Merah
104,Merah_12.jpg,99.28648806909676,19.942028985507246,22.794076025960084,255,255,255,Merah
105,Merah_13.jpg,78.34332334332335,43.25441225441225,46.79020979020979,255,235,236,Merah
106,Merah_14.jpg,64.46969696969697,26.25378787878788,30.95959595959596,186,118,128,Merah
107,Merah_15.jpg,70.96566886521225,39.568690456057276,47.96510513557698,255,231,237,Merah
108,Merah_16.jpg,117.82194767441861,62.8219476744186,70.77579941860465,255,168,182,Merah
109,Merah_17.jpg,21.274143302180686,8.765109034267914,9.583177570093458,212,199,191,Merah
110,Merah_18.jpg,23.128424657534246,13.445776255707763,13.98230593607306,229,147,149,Merah
111,Merah_19.jpg,81.86929003852504,32.310264171711616,34.470693450742985,255,167,173,Merah
112,Merah_2.jpg,81.03725517052459,29.17887960553349,34.104780167100394,235,153,163,Merah
113,Merah_20.jpg,125.69534362549801,71.35205013280212,79.39388280212484,255,255,255,Merah
114,Merah_21.jpg,86.62080571137174,23.70260071392147,29.176644569097398,249,210,216,Merah
115,Merah_22.jpg,142.69693190506945,58.05089489195228,67.25281903955934,255,255,255,Merah
116,Merah_23.jpg,175.32054455445544,66.7177734375,78.58617922339108,255,255,255,Merah
117,Merah_24.jpg,12.930400748745,6.7172636773589725,7.481834425253127,255,239,249,Merah
118,Merah_25.jpg,121.70104575163398,52.15281045751634,60.885882352941174,255,240,247,Merah
119,Merah_26.jpg,9.690608875129,3.884107327141383,4.120949432404541,203,134,137,Merah
120,Merah_27.jpg,120.51648351648352,35.33751962323391,46.32339089481947,255,231,232,Merah
121,Merah_28.jpg,9.607692307692307,4.190769230769231,4.415897435897436,255,164,168,Merah
122,Merah_29.jpg,57.438692480359144,41.75364758698092,42.85002805836139,255,255,255,Merah
123,Merah_3.jpg,137.05684430512017,91.98578892371995,107.30543364681296,255,253,255,Merah
124,Merah_30.jpg,19.468864468864467,5.928571428571429,7.041208791208791,223,205,195,Merah
125,Merah_31.jpg,131.5558423679229,55.34107726725176,70.74840819136121,255,236,227,Merah
126,Merah_32.jpg,36.95460893854749,17.245492635855765,18.145822752666326,255,255,255,Merah
127,Merah_33.jpg,84.3695111847556,26.032462152594714,38.28831814415907,255,166,186,Merah
128,Merah_34.jpg,95.47727272727273,49.56060606060606,53.18855218855219,255,166,175,Merah
129,Merah_35.jpg,29.323036398467433,14.670977011494253,15.809386973180077,255,167,178,Merah
130,Merah_36.jpg,135.46428571428572,60.40176830966305,71.09168755221387,255,249,254,Merah
131,Merah_37.jpg,85.01018518518518,27.516666666666666,31.924691358024692,255,230,234,Merah
132,Merah_38.jpg,70.29427083333333,38.266666666666666,40.865625,255,252,243,Merah
133,Merah_39.jpg,128.94667832167832,40.72989510489511,56.16258741258741,255,219,225,Merah
134,Merah_4.jpg,117.1558384547849,70.78226514486391,74.31079894644425,251,225,221,Merah
135,Merah_40.jpg,96.20992366412214,39.743754337265784,61.16915336571825,255,237,255,Merah
136,Merah_41.jpg,103.2652360929873,42.92827799526364,51.757865738726984,238,214,225,Merah
137,Merah_42.jpg,19.94,13.282222222222222,13.664141414141413,255,252,255,Merah
138,Merah_43.jpg,67.4721875,30.8384375,33.9378125,255,244,249,Merah
139,Merah_44.jpg,100.75108506944444,55.452473958333336,61.080295138888886,234,153,165,Merah
140,Merah_45.jpg,75.87900828537094,47.33577888811587,52.48121560938587,255,253,255,Merah
141,Merah_46.jpg,0.02482080895575311,0.014082009978978294,0.014436592964060482,219,143,145,Merah
142,Merah_47.jpg,88.43935762224353,26.096596356663472,34.04602109300096,255,237,239,Merah
143,Merah_48.jpg,19.131798002219757,15.83892896781354,15.926609322974473,255,241,246,Merah
144,Merah_49.jpg,128.44981684981684,38.837875457875455,46.866959706959705,255,247,254,Merah
145,Merah_5.jpg,177.80322061191626,43.63752012882448,62.447020933977456,255,203,204,Merah
146,Merah_50.jpg,9.528900949796473,4.893080054274084,5.17123473541384,250,206,200,Merah
147,Merah_51.jpg,33.10233821445442,21.556471421823336,22.717642890883326,244,227,233,Merah
148,Merah_52.jpg,128.3960690887433,59.45860631328171,69.01667659321025,255,248,255,Merah
149,Merah_53.jpg,21.987546032808837,16.73900234348845,16.815316370940742,255,255,255,Merah
150,Merah_54.jpg,42.61296296296296,20.891534391534393,27.492857142857144,251,213,236,Merah
151,Merah_55.jpg,60.77886056971514,26.02998500749625,28.93778110944528,255,156,167,Merah
152,Merah_56.jpg,0.28884590586718245,0.016892327530625403,0.023468729851708576,234,35,38,Merah
153,Merah_57.jpg,108.01998856707317,67.98588033536585,68.9774961890244,255,255,251,Merah
154,Merah_58.jpg,41.10151515151515,16.318939393939395,17.5254329004329,254,158,163,Merah
155,Merah_59.jpg,81.67164179104478,31.90330953926022,36.321868916288125,232,137,150,Merah
156,Merah_6.jpg,19.138559373853493,12.078940931882109,12.414883209000855,255,255,255,Merah
157,Merah_60.jpg,97.15599173553719,46.25723140495868,49.23863636363637,255,168,176,Merah
158,Merah_61.jpg,124.66808510638297,49.92872340425532,62.43191489361702,255,163,196,Merah
159,Merah_62.jpg,84.94322725091956,39.04989604989605,50.796977450823604,255,250,255,Merah
160,Merah_63.jpg,85.95167527942364,22.838677030029626,41.94366078642607,255,255,255,Merah
161,Merah_64.jpg,125.23675198269646,49.989996395097336,64.10039653929344,255,250,255,Merah
162,Merah_65.jpg,4.555576607300745,4.387078438802576,4.2073386383731215,255,255,250,Merah
163,Merah_66.jpg,52.585649143938745,35.056353781295705,36.278327454185664,255,241,243,Merah
164,Merah_67.jpg,202.94502314814815,48.26909722222222,87.73784722222223,255,131,163,Merah
165,Merah_68.jpg,54.400191708602925,27.882758207524564,33.3503474718428,216,209,210,Merah
166,Merah_69.jpg,131.98862068965516,60.35870689655172,67.34517241379311,255,254,255,Merah
167,Merah_7.jpg,104.16145833333333,43.822916666666664,50.84535256410256,240,211,219,Merah
168,Merah_70.jpg,92.70736497545008,46.43186033824332,55.65586470267321,255,168,196,Merah
169,Merah_71.jpg,105.82306854365677,65.8342969666499,68.92676386794034,220,145,152,Merah
170,Merah_72.jpg,24.07542119351283,12.577389387498032,13.277908990710124,255,167,173,Merah
171,Merah_73.jpg,179.6323286339329,78.38050559066602,94.72314049586777,255,241,250,Merah
172,Merah_74.jpg,40.34197637568424,20.13442811869778,24.051800633823106,255,253,251,Merah
173,Merah_75.jpg,92.58662678914762,54.95641956846828,70.52883999145482,255,255,255,Merah
174,Merah_76.jpg,28.188172685960296,9.877541258072231,10.60099258550586,197,119,121,Merah
175,Merah_77.jpg,34.71264367816092,28.159420289855074,28.992503748125937,255,250,255,Merah
176,Merah_78.jpg,103.01490074380573,63.82950347273533,71.64977094724398,255,254,255,Merah
177,Merah_79.jpg,149.926991561652,84.56797145087543,97.35061893609902,255,255,255,Merah
178,Merah_8.jpg,5.5074147764955566,2.6563735243400983,2.815598885793872,232,153,156,Merah
179,Merah_80.jpg,195.89737373737373,110.05333333333333,126.72762626262626,255,255,255,Merah
180,Merah_81.jpg,13.649917355371901,13.18396694214876,13.116198347107439,228,228,227,Merah
181,Merah_82.jpg,0.0,0.0,0.0,0,0,0,Merah
182,Merah_83.jpg,54.5145202020202,24.1947601010101,25.613320707070706,255,168,171,Merah
183,Merah_84.jpg,28.279298036882807,17.096073765615706,17.55145746579417,255,252,252,Merah
184,Merah_85.jpg,173.50219197046607,71.88601753576373,82.1256345177665,255,237,236,Merah
185,Merah_86.jpg,24.297379032258064,10.466733870967742,11.19858870967742,238,148,156,Merah
186,Merah_87.jpg,63.227586206896554,41.735344827586204,44.69827586206897,255,247,255,Merah
187,Merah_88.jpg,125.21878787878788,70.52484848484849,81.16848484848485,255,255,255,Merah
188,Merah_89.jpg,17.840592334494772,10.750871080139373,11.662891986062718,255,238,254,Merah
189,Merah_9.jpg,47.551449275362316,21.128260869565217,22.922463768115943,246,157,159,Merah
190,Merah_90.jpg,26.90049483648881,10.395331325301205,11.369944061962133,227,205,218,Merah
191,Merah_91.jpg,41.775020678246484,16.5550041356493,18.085401157981803,252,198,194,Merah
192,Merah_92.jpg,198.94846461949265,67.93377837116155,85.39973297730307,255,168,189,Merah
193,Merah_93.jpg,111.76049629506234,71.54681301324646,78.39873890215387,255,255,255,Merah
194,Merah_94.jpg,77.4099518459069,20.148635634028892,24.974638844301765,255,205,195,Merah
195,Merah_95.jpg,16.14185393258427,7.658356741573034,8.099016853932584,165,105,107,Merah
196,Merah_96.jpg,117.47911051212938,50.45923180592992,58.356637466307276,255,168,200,Merah
197,Merah_97.jpg,26.525283653172714,10.182915441004809,10.865947611710324,255,245,247,Merah
198,Merah_98.jpg,106.02324905550712,60.93976003653423,63.11682650392328,255,255,255,Merah
199,Merah_99.jpg,68.87783711615488,42.3497997329773,44.892857142857146,255,255,255,Merah
200,Putih_1.jpg,16.857014568077428,9.303039033492713,9.793791045459576,255,255,255,Putih
201,Putih_10.jpg,183.30004278176546,183.2900698768836,183.39414365166135,255,255,255,Putih
202,Putih_100.jpg,33.693688750083616,34.15420659408656,35.83122407853368,255,255,255,Putih
203,Putih_11.jpg,60.21473747775235,60.83628909229596,62.70118230358505,255,255,255,Putih
204,Putih_12.jpg,0.0,0.0,0.0,0,0,0,Putih
205,Putih_13.jpg,82.8485286525555,83.13598347960765,83.45864739287558,250,255,255,Putih
206,Putih_14.jpg,35.52217100432406,35.37109406869544,32.48802724973485,255,255,244,Putih
207,Putih_15.jpg,113.36190034407298,114.58904041868804,119.24776797484708,255,255,255,Putih
208,Putih_16.jpg,0.0,0.0,0.0,0,0,0,Putih
209,Putih_17.jpg,0.0006944444444444445,0.0,0.02638888888888889,1,0,4,Putih
210,Putih_18.jpg,96.82426398244154,96.78316809203058,96.82153939302202,255,255,255,Putih
211,Putih_19.jpg,86.12203379004184,89.56652933473859,89.18188176679122,255,255,255,Putih
212,Putih_2.jpg,104.21172561629153,102.25156242436815,100.96404937247173,255,255,255,Putih
213,Putih_20.jpg,1.7359307843839542,1.741343073463865,1.7609551595829354,255,255,255,Putih
214,Putih_21.jpg,96.5393979441997,96.81399412628488,97.08038913362702,255,255,255,Putih
215,Putih_22.jpg,41.867685674009785,43.9283354984936,45.91688548605545,241,254,255,Putih
216,Putih_23.jpg,173.25180449577232,174.22524833298962,174.6498461882175,255,255,255,Putih
217,Putih_24.jpg,173.40259782026087,177.53626228336609,177.10566255732238,255,255,255,Putih
218,Putih_25.jpg,151.22492246589113,154.14864483861874,157.90160829645612,255,255,255,Putih
219,Putih_26.jpg,148.0275945386882,148.85604002214868,150.23277243636645,255,255,255,Putih
220,Putih_27.jpg,54.90499018228982,57.956979900741025,56.12506233220047,228,239,231,Putih
221,Putih_28.jpg,33.71703800257234,35.2503936372078,35.65818332823864,255,255,255,Putih
222,Putih_29.jpg,73.56976630963973,76.53445490280933,74.36373471816509,254,255,255,Putih
223,Putih_3.jpg,136.6042595920173,137.4117075336198,137.40766414455143,255,255,255,Putih
224,Putih_30.jpg,64.09741290974331,67.63591583719254,67.11777361783481,255,255,255,Putih
225,Putih_31.jpg,30.244232413029046,30.525468437134347,30.27916021831621,255,255,255,Putih
226,Putih_32.jpg,104.04872269289447,105.53838172902022,102.46045932321779,255,255,255,Putih
227,Putih_33.jpg,137.52207138724825,141.06020243877282,142.04119633511377,255,255,255,Putih
228,Putih_34.jpg,21.730792197452228,22.167406741757212,21.999836080929185,255,255,255,Putih
229,Putih_35.jpg,163.6303907960588,165.68034852009697,169.14699694049108,255,255,255,Putih
230,Putih_36.jpg,173.77397661553934,179.7076276087503,182.21395314726342,255,255,255,Putih
231,Putih_37.jpg,166.19163558154384,166.81589765993436,167.25142543491168,255,255,255,Putih
232,Putih_38.jpg,132.3915271463373,136.88407959684358,142.91892218067215,255,255,255,Putih
233,Putih_39.jpg,140.9583141369398,151.49602552453058,151.09868396875814,251,255,255,Putih
234,Putih_4.jpg,132.45474505210814,136.60607343974485,144.2579205784074,255,255,255,Putih
235,Putih_40.jpg,86.53049218774593,89.45757956536795,93.21969406814343,255,255,255,Putih
236,Putih_41.jpg,94.32261189587926,97.25364282520826,96.86226956772362,255,255,255,Putih
237,Putih_42.jpg,123.83653072972113,128.97507617699287,126.7016408890983,251,255,255,Putih
238,Putih_43.jpg,155.10241405460062,160.48754604217825,161.37995991622128,255,255,255,Putih
239,Putih_44.jpg,142.42691540683845,144.5197629972696,148.26816633376055,255,255,255,Putih
240,Putih_45.jpg,162.43661211585572,166.27155093155545,165.8200238449721,255,255,255,Putih
241,Putih_46.jpg,92.871131147171,95.14147915773319,97.12303256674716,255,255,255,Putih
242,Putih_47.jpg,77.87792278412181,82.25824635876207,82.42597250726493,255,255,255,Putih
243,Putih_48.jpg,93.60954265063545,94.70064852871745,91.1055329144979,254,255,253,Putih
244,Putih_49.jpg,155.19310348797717,162.1543471628164,165.05612425235017,255,255,255,Putih
245,Putih_5.jpg,3.6742785248817897,3.6915054427474585,3.747959468967276,255,255,255,Putih
246,Putih_50.jpg,15.983586429393391,16.364705942791385,16.232005178365938,255,255,255,Putih
247,Putih_51.jpg,106.39203780092566,109.15110690957428,109.92404324069697,255,255,255,Putih
248,Putih_52.jpg,6.599030094271211,6.645591612279429,6.51655789219241,249,249,247,Putih
249,Putih_53.jpg,0.0,0.0,0.0,0,0,0,Putih
250,Putih_54.jpg,103.70722014106651,107.4264041019918,110.0774591946557,255,255,255,Putih
251,Putih_55.jpg,104.56365280618593,99.8614869416913,100.00497690594254,255,255,255,Putih
252,Putih_56.jpg,141.87324170860757,146.80906245967222,148.90503129436055,255,255,255,Putih
253,Putih_57.jpg,16.552889595528896,16.812158223121582,16.011406615114065,250,253,242,Putih
254,Putih_58.jpg,0.060222410348687284,0.0582786664588617,0.05735594156902195,254,254,244,Putih
255,Putih_59.jpg,7.052039436218679,7.107213660307517,7.13719034738041,254,255,255,Putih
256,Putih_6.jpg,156.76329799375617,159.73556947756188,167.8652633260875,255,255,255,Putih
257,Putih_60.jpg,80.21944359987839,81.27057236242018,83.91424255092733,242,242,252,Putih
258,Putih_61.jpg,73.05743034761798,73.19296406301984,73.17884308895972,255,255,255,Putih
259,Putih_62.jpg,165.56091352229643,170.5218552536559,175.12637660227477,255,255,255,Putih
260,Putih_63.jpg,126.04235013315201,133.42212908663382,137.6637442277183,252,255,255,Putih
261,Putih_64.jpg,164.14162692847125,168.6287675315568,180.51173387096773,254,255,255,Putih
262,Putih_65.jpg,113.05648910116533,115.41726853034031,117.94138394308,254,255,255,Putih
263,Putih_66.jpg,190.7780830320248,195.41049683626034,200.54299780475208,255,255,255,Putih
264,Putih_67.jpg,128.1570440026234,132.09329796504568,133.7846791652497,252,255,255,Putih
265,Putih_68.jpg,174.39914848243197,179.46340498284277,189.73530007007878,254,255,255,Putih
266,Putih_69.jpg,107.90410691029795,107.84906057429642,109.22663049520361,255,255,255,Putih
267,Putih_7.jpg,31.890457788347206,31.89818668252081,31.927615933412604,242,242,242,Putih
268,Putih_70.jpg,141.48252505315432,147.5136045318703,155.7070063339132,255,255,255,Putih
269,Putih_71.jpg,187.4915627037514,180.73583877995642,178.53339932891242,255,255,255,Putih
270,Putih_72.jpg,116.45070048198652,121.68872860803515,121.42848906378696,252,255,255,Putih
271,Putih_73.jpg,0.20404250161603102,0.20383080155138977,0.20277230122818357,255,255,250,Putih
272,Putih_74.jpg,118.30076430856737,116.93795991823676,116.58758776217562,255,255,255,Putih
273,Putih_75.jpg,12.93306966664834,12.925817114739678,12.894313412868584,255,255,255,Putih
274,Putih_76.jpg,177.98921065493647,179.5522375977517,183.80302572091887,255,255,255,Putih
275,Putih_77.jpg,125.28114116906444,130.12911463958372,131.3399853159454,251,255,255,Putih
276,Putih_78.jpg,142.16225845692256,141.33319244939838,139.3090128797065,255,255,255,Putih
277,Putih_79.jpg,186.47894573246543,189.15394390404447,189.19472835759038,255,255,255,Putih
278,Putih_8.jpg,36.65177502991624,36.65715995213402,36.63721579577184,228,228,228,Putih
279,Putih_80.jpg,46.513484177489985,44.77837399054743,44.0115366007964,255,254,255,Putih
280,Putih_81.jpg,87.0332232666984,88.12777149769951,94.98534428050135,255,255,255,Putih
281,Putih_82.jpg,146.43886436318132,150.75942887931035,158.27932511818688,254,255,255,Putih
282,Putih_83.jpg,152.03114874743164,148.7584105487066,147.24242005163057,255,255,255,Putih
283,Putih_84.jpg,25.6004186687394,26.53078937605992,26.92239833592425,254,255,255,Putih
284,Putih_85.jpg,29.897063187810737,29.45812035640467,29.083262631975867,255,255,255,Putih
285,Putih_86.jpg,177.81457326351594,178.6203097028285,178.02864527389903,255,255,255,Putih
286,Putih_87.jpg,168.96044992743106,174.55226381077648,183.1673602291969,254,255,255,Putih
287,Putih_88.jpg,176.9470469411312,177.93329165063486,180.20396065794537,255,255,255,Putih
288,Putih_89.jpg,143.51256155954994,140.6173810365574,139.69399476511234,255,255,255,Putih
289,Putih_9.jpg,69.88670608430289,70.00457753194736,70.33435056265496,255,255,255,Putih
290,Putih_90.jpg,171.89657913578168,174.54799107142858,185.37262176760444,255,255,255,Putih
291,Putih_91.jpg,157.733990111196,160.76207770987182,170.78789894745776,255,255,255,Putih
292,Putih_92.jpg,13.923708308516975,14.540676493944808,14.683615929620807,252,255,255,Putih
293,Putih_93.jpg,1.9442841758798648,2.0131388262609757,2.0249179732343237,235,239,238,Putih
294,Putih_94.jpg,148.42920321637428,154.62219997457413,161.162231439105,251,255,255,Putih
295,Putih_95.jpg,183.2621662673746,185.0006097297764,190.2884345592679,255,255,255,Putih
296,Putih_96.jpg,106.85119556896474,106.15928442232929,106.21882552048153,255,255,255,Putih
297,Putih_97.jpg,159.38779885654887,148.21173632111132,157.9510765135765,255,255,255,Putih
298,Putih_98.jpg,71.74355341066672,73.97792944245118,76.47987538795095,255,255,255,Putih
